date,program_type,vacancies_per_day,beds_per_day,percent_vacant_per_day,year,month,day,percent_occupied_per_day
2019-08-03,Transitional Independent Living (HYA),25,25,100,2019,8,3,0
2019-08-04,Transitional Independent Living (HYA),25,25,100,2019,8,4,0
2019-08-05,Transitional Independent Living (HYA),25,25,100,2019,8,5,0
2019-08-06,Transitional Independent Living (HYA),25,25,100,2019,8,6,0
2019-08-07,Transitional Independent Living (HYA),25,25,100,2019,8,7,0
2019-08-08,Transitional Independent Living (HYA),25,25,100,2019,8,8,0
2019-08-09,Transitional Independent Living (HYA),25,25,100,2019,8,9,0
2019-08-10,Transitional Independent Living (HYA),25,25,100,2019,8,10,0
2019-08-11,Transitional Independent Living (HYA),25,25,100,2019,8,11,0
2019-08-12,Transitional Independent Living (HYA),25,25,100,2019,8,12,0
2019-08-13,Transitional Independent Living (HYA),25,25,100,2019,8,13,0
2019-08-14,Transitional Independent Living (HYA),25,25,100,2019,8,14,0
2019-08-15,Transitional Independent Living (HYA),25,25,100,2019,8,15,0
2019-08-16,Transitional Independent Living (HYA),25,25,100,2019,8,16,0
2019-08-17,Transitional Independent Living (HYA),25,25,100,2019,8,17,0
2019-08-18,Transitional Independent Living (HYA),25,25,100,2019,8,18,0
2019-08-19,Transitional Independent Living (HYA),25,25,100,2019,8,19,0
2019-08-20,Transitional Independent Living (HYA),25,25,100,2019,8,20,0
2019-08-21,Transitional Independent Living (HYA),25,25,100,2019,8,21,0
2019-08-22,Transitional Independent Living (HYA),25,25,100,2019,8,22,0
2019-08-23,Transitional Independent Living (HYA),25,25,100,2019,8,23,0
2019-08-24,Transitional Independent Living (HYA),25,25,100,2019,8,24,0
2019-08-25,Transitional Independent Living (HYA),25,25,100,2019,8,25,0
2019-08-26,Transitional Independent Living (HYA),25,25,100,2019,8,26,0
2019-08-27,Transitional Independent Living (HYA),25,25,100,2019,8,27,0
2019-08-28,Transitional Independent Living (HYA),25,25,100,2019,8,28,0
2019-08-29,Transitional Independent Living (HYA),25,25,100,2019,8,29,0
2019-08-30,Transitional Independent Living (HYA),25,25,100,2019,8,30,0
2019-08-31,Transitional Independent Living (HYA),25,25,100,2019,8,31,0
2019-09-01,Transitional Independent Living (HYA),25,25,100,2019,9,1,0
2019-09-02,Transitional Independent Living (HYA),25,25,100,2019,9,2,0
2019-09-03,Transitional Independent Living (HYA),25,25,100,2019,9,3,0
2019-09-04,Transitional Independent Living (HYA),25,25,100,2019,9,4,0
2019-09-05,Transitional Independent Living (HYA),25,25,100,2019,9,5,0
2019-09-06,Transitional Independent Living (HYA),25,25,100,2019,9,6,0
2019-09-07,Transitional Independent Living (HYA),25,25,100,2019,9,7,0
2019-09-08,Transitional Independent Living (HYA),25,25,100,2019,9,8,0
2019-09-09,Transitional Independent Living (HYA),25,25,100,2019,9,9,0
2019-09-10,Transitional Independent Living (HYA),25,25,100,2019,9,10,0
2019-09-11,Transitional Independent Living (HYA),25,25,100,2019,9,11,0
2019-09-12,Transitional Independent Living (HYA),25,25,100,2019,9,12,0
2019-09-13,Transitional Independent Living (HYA),25,25,100,2019,9,13,0
2019-09-14,Transitional Independent Living (HYA),25,25,100,2019,9,14,0
2019-09-15,Transitional Independent Living (HYA),25,25,100,2019,9,15,0
2019-09-16,Transitional Independent Living (HYA),25,25,100,2019,9,16,0
2019-09-17,Transitional Independent Living (HYA),25,25,100,2019,9,17,0
2019-09-18,Transitional Independent Living (HYA),25,25,100,2019,9,18,0
2019-09-19,Transitional Independent Living (HYA),25,25,100,2019,9,19,0
2019-09-20,Transitional Independent Living (HYA),25,25,100,2019,9,20,0
2019-09-21,Transitional Independent Living (HYA),25,25,100,2019,9,21,0
2019-09-22,Transitional Independent Living (HYA),25,25,100,2019,9,22,0
2019-09-23,Transitional Independent Living (HYA),25,25,100,2019,9,23,0
2019-09-24,Transitional Independent Living (HYA),25,25,100,2019,9,24,0
2019-09-25,Transitional Independent Living (HYA),25,25,100,2019,9,25,0
2019-09-26,Transitional Independent Living (HYA),25,25,100,2019,9,26,0
2019-09-27,Transitional Independent Living (HYA),25,25,100,2019,9,27,0
2019-09-28,Transitional Independent Living (HYA),25,25,100,2019,9,28,0
2019-09-29,Transitional Independent Living (HYA),25,25,100,2019,9,29,0
2019-09-30,Transitional Independent Living (HYA),25,25,100,2019,9,30,0
2019-10-01,Transitional Independent Living (HYA),25,25,100,2019,10,1,0
2019-10-02,Transitional Independent Living (HYA),25,25,100,2019,10,2,0
2019-10-03,Transitional Independent Living (HYA),25,25,100,2019,10,3,0
2019-10-04,Transitional Independent Living (HYA),25,25,100,2019,10,4,0
2019-10-05,Transitional Independent Living (HYA),25,25,100,2019,10,5,0
2019-10-06,Transitional Independent Living (HYA),25,25,100,2019,10,6,0
2019-10-07,Transitional Independent Living (HYA),25,25,100,2019,10,7,0
2019-10-08,Transitional Independent Living (HYA),25,25,100,2019,10,8,0
2019-10-09,Transitional Independent Living (HYA),25,25,100,2019,10,9,0
2019-10-10,Transitional Independent Living (HYA),25,25,100,2019,10,10,0
2019-10-11,Transitional Independent Living (HYA),25,25,100,2019,10,11,0
2019-10-12,Transitional Independent Living (HYA),25,25,100,2019,10,12,0
2019-10-13,Transitional Independent Living (HYA),25,25,100,2019,10,13,0
2019-10-14,Transitional Independent Living (HYA),25,25,100,2019,10,14,0
2019-10-15,Transitional Independent Living (HYA),25,25,100,2019,10,15,0
2019-10-16,Transitional Independent Living (HYA),25,25,100,2019,10,16,0
2019-10-17,Transitional Independent Living (HYA),25,25,100,2019,10,17,0
2019-10-18,Transitional Independent Living (HYA),25,25,100,2019,10,18,0
2019-10-19,Transitional Independent Living (HYA),25,25,100,2019,10,19,0
2019-10-20,Transitional Independent Living (HYA),25,25,100,2019,10,20,0
2019-10-21,Transitional Independent Living (HYA),25,25,100,2019,10,21,0
2019-10-22,Transitional Independent Living (HYA),25,25,100,2019,10,22,0
2019-10-23,Transitional Independent Living (HYA),25,25,100,2019,10,23,0
2019-10-24,Transitional Independent Living (HYA),25,25,100,2019,10,24,0
2019-10-25,Transitional Independent Living (HYA),25,25,100,2019,10,25,0
2019-10-26,Transitional Independent Living (HYA),25,25,100,2019,10,26,0
2019-10-27,Transitional Independent Living (HYA),25,25,100,2019,10,27,0
2019-10-28,Transitional Independent Living (HYA),25,25,100,2019,10,28,0
2019-10-29,Transitional Independent Living (HYA),25,25,100,2019,10,29,0
2019-10-30,Transitional Independent Living (HYA),25,25,100,2019,10,30,0
2019-10-31,Transitional Independent Living (HYA),25,25,100,2019,10,31,0
2019-11-01,Transitional Independent Living (HYA),25,25,100,2019,11,1,0
2019-11-02,Transitional Independent Living (HYA),25,25,100,2019,11,2,0
2019-11-03,Transitional Independent Living (HYA),25,25,100,2019,11,3,0
2019-11-04,Transitional Independent Living (HYA),15,25,60,2019,11,4,40
2019-11-05,Transitional Independent Living (HYA),15,25,60,2019,11,5,40
2019-11-06,Transitional Independent Living (HYA),15,25,60,2019,11,6,40
2019-11-07,Transitional Independent Living (HYA),15,25,60,2019,11,7,40
2019-11-08,Transitional Independent Living (HYA),15,25,60,2019,11,8,40
2019-11-09,Transitional Independent Living (HYA),15,25,60,2019,11,9,40
2019-11-10,Transitional Independent Living (HYA),15,25,60,2019,11,10,40
2019-11-11,Transitional Independent Living (HYA),15,25,60,2019,11,11,40
2019-11-12,Transitional Independent Living (HYA),15,25,60,2019,11,12,40
2019-11-13,Transitional Independent Living (HYA),15,25,60,2019,11,13,40
2019-11-14,Transitional Independent Living (HYA),15,25,60,2019,11,14,40
2019-11-15,Transitional Independent Living (HYA),15,25,60,2019,11,15,40
2019-11-16,Transitional Independent Living (HYA),15,25,60,2019,11,16,40
2019-11-17,Transitional Independent Living (HYA),15,25,60,2019,11,17,40
2019-11-18,Transitional Independent Living (HYA),15,25,60,2019,11,18,40
2019-11-19,Transitional Independent Living (HYA),15,25,60,2019,11,19,40
2019-11-20,Transitional Independent Living (HYA),15,25,60,2019,11,20,40
2019-11-21,Transitional Independent Living (HYA),15,25,60,2019,11,21,40
2019-11-22,Transitional Independent Living (HYA),14,25,56,2019,11,22,44
2019-11-23,Transitional Independent Living (HYA),14,25,56,2019,11,23,44
2019-11-24,Transitional Independent Living (HYA),14,25,56,2019,11,24,44
2019-11-25,Transitional Independent Living (HYA),13,25,52,2019,11,25,48
2019-11-26,Transitional Independent Living (HYA),13,25,52,2019,11,26,48
2019-11-27,Transitional Independent Living (HYA),13,25,52,2019,11,27,48
2019-11-28,Transitional Independent Living (HYA),13,25,52,2019,11,28,48
2019-11-29,Transitional Independent Living (HYA),13,25,52,2019,11,29,48
2019-11-30,Transitional Independent Living (HYA),11,25,44,2019,11,30,56
2019-12-01,Transitional Independent Living (HYA),11,25,44,2019,12,1,56
2019-12-02,Transitional Independent Living (HYA),10,25,40,2019,12,2,60
2019-12-03,Transitional Independent Living (HYA),10,25,40,2019,12,3,60
2019-12-04,Transitional Independent Living (HYA),8,25,32,2019,12,4,68
2019-12-05,Transitional Independent Living (HYA),6,25,24,2019,12,5,76
2019-12-06,Transitional Independent Living (HYA),4,25,16,2019,12,6,84
2019-12-07,Transitional Independent Living (HYA),5,25,20,2019,12,7,80
2019-12-08,Transitional Independent Living (HYA),5,25,20,2019,12,8,80
2019-12-09,Transitional Independent Living (HYA),5,25,20,2019,12,9,80
2019-12-10,Transitional Independent Living (HYA),5,25,20,2019,12,10,80
2019-12-11,Transitional Independent Living (HYA),5,25,20,2019,12,11,80
2019-12-12,Transitional Independent Living (HYA),4,25,16,2019,12,12,84
2019-12-13,Transitional Independent Living (HYA),4,25,16,2019,12,13,84
2019-12-14,Transitional Independent Living (HYA),3,25,12,2019,12,14,88
2019-12-15,Transitional Independent Living (HYA),3,25,12,2019,12,15,88
2019-12-16,Transitional Independent Living (HYA),3,25,12,2019,12,16,88
2019-12-17,Transitional Independent Living (HYA),2,25,8,2019,12,17,92
2019-12-18,Transitional Independent Living (HYA),2,25,8,2019,12,18,92
2019-12-19,Transitional Independent Living (HYA),0,25,0,2019,12,19,100
2019-12-20,Transitional Independent Living (HYA),0,25,0,2019,12,20,100
2019-12-21,Transitional Independent Living (HYA),0,25,0,2019,12,21,100
2019-12-22,Transitional Independent Living (HYA),0,25,0,2019,12,22,100
2019-12-23,Transitional Independent Living (HYA),0,25,0,2019,12,23,100
2019-12-24,Transitional Independent Living (HYA),0,25,0,2019,12,24,100
2019-12-25,Transitional Independent Living (HYA),0,25,0,2019,12,25,100
2019-12-26,Transitional Independent Living (HYA),0,25,0,2019,12,26,100
2019-12-27,Transitional Independent Living (HYA),0,25,0,2019,12,27,100
2019-12-28,Transitional Independent Living (HYA),0,25,0,2019,12,28,100
2019-12-29,Transitional Independent Living (HYA),0,25,0,2019,12,29,100
2019-12-30,Transitional Independent Living (HYA),1,25,4,2019,12,30,96
2019-12-31,Transitional Independent Living (HYA),1,25,4,2019,12,31,96
2020-01-01,Transitional Independent Living (HYA),1,25,4,2020,1,1,96
2020-01-02,Transitional Independent Living (HYA),1,25,4,2020,1,2,96
2020-01-03,Transitional Independent Living (HYA),0,25,0,2020,1,3,100
2020-01-04,Transitional Independent Living (HYA),0,25,0,2020,1,4,100
2020-01-05,Transitional Independent Living (HYA),0,25,0,2020,1,5,100
2020-01-06,Transitional Independent Living (HYA),0,25,0,2020,1,6,100
2020-01-07,Transitional Independent Living (HYA),0,25,0,2020,1,7,100
2020-01-08,Transitional Independent Living (HYA),0,25,0,2020,1,8,100
2020-01-09,Transitional Independent Living (HYA),0,25,0,2020,1,9,100
2020-01-10,Transitional Independent Living (HYA),0,25,0,2020,1,10,100
2020-01-11,Transitional Independent Living (HYA),0,25,0,2020,1,11,100
2020-01-12,Transitional Independent Living (HYA),0,25,0,2020,1,12,100
2020-01-13,Transitional Independent Living (HYA),0,25,0,2020,1,13,100
2020-01-14,Transitional Independent Living (HYA),0,25,0,2020,1,14,100
2020-01-15,Transitional Independent Living (HYA),0,25,0,2020,1,15,100
2020-01-16,Transitional Independent Living (HYA),0,25,0,2020,1,16,100
2020-01-17,Transitional Independent Living (HYA),0,25,0,2020,1,17,100
2020-01-18,Transitional Independent Living (HYA),0,25,0,2020,1,18,100
2020-01-19,Transitional Independent Living (HYA),0,25,0,2020,1,19,100
2020-01-20,Transitional Independent Living (HYA),0,25,0,2020,1,20,100
2020-01-21,Transitional Independent Living (HYA),0,25,0,2020,1,21,100
2020-01-22,Transitional Independent Living (HYA),0,25,0,2020,1,22,100
2020-01-23,Transitional Independent Living (HYA),0,25,0,2020,1,23,100
2020-01-24,Transitional Independent Living (HYA),0,25,0,2020,1,24,100
2020-01-25,Transitional Independent Living (HYA),0,25,0,2020,1,25,100
2020-01-26,Transitional Independent Living (HYA),0,25,0,2020,1,26,100
2020-01-27,Transitional Independent Living (HYA),0,25,0,2020,1,27,100
2020-01-28,Transitional Independent Living (HYA),0,25,0,2020,1,28,100
2020-01-29,Transitional Independent Living (HYA),0,25,0,2020,1,29,100
2020-01-30,Transitional Independent Living (HYA),0,25,0,2020,1,30,100
2020-01-31,Transitional Independent Living (HYA),0,25,0,2020,1,31,100
2020-02-01,Transitional Independent Living (HYA),0,25,0,2020,2,1,100
2020-02-02,Transitional Independent Living (HYA),0,25,0,2020,2,2,100
2020-02-03,Transitional Independent Living (HYA),0,25,0,2020,2,3,100
2020-02-04,Transitional Independent Living (HYA),0,25,0,2020,2,4,100
2020-02-05,Transitional Independent Living (HYA),0,25,0,2020,2,5,100
2020-02-06,Transitional Independent Living (HYA),0,25,0,2020,2,6,100
2020-02-07,Transitional Independent Living (HYA),0,25,0,2020,2,7,100
2020-02-08,Transitional Independent Living (HYA),0,25,0,2020,2,8,100
2020-02-09,Transitional Independent Living (HYA),0,25,0,2020,2,9,100
2020-02-10,Transitional Independent Living (HYA),0,25,0,2020,2,10,100
2020-02-11,Transitional Independent Living (HYA),0,25,0,2020,2,11,100
2020-02-12,Transitional Independent Living (HYA),0,25,0,2020,2,12,100
2020-02-13,Transitional Independent Living (HYA),0,25,0,2020,2,13,100
2020-02-14,Transitional Independent Living (HYA),0,25,0,2020,2,14,100
2020-02-15,Transitional Independent Living (HYA),0,25,0,2020,2,15,100
2020-02-16,Transitional Independent Living (HYA),0,25,0,2020,2,16,100
2020-02-17,Transitional Independent Living (HYA),0,25,0,2020,2,17,100
2020-02-18,Transitional Independent Living (HYA),0,25,0,2020,2,18,100
2020-02-19,Transitional Independent Living (HYA),0,25,0,2020,2,19,100
2020-02-20,Transitional Independent Living (HYA),1,25,4,2020,2,20,96
2020-02-21,Transitional Independent Living (HYA),0,25,0,2020,2,21,100
2020-02-22,Transitional Independent Living (HYA),0,25,0,2020,2,22,100
2020-02-23,Transitional Independent Living (HYA),0,25,0,2020,2,23,100
2020-02-24,Transitional Independent Living (HYA),1,25,4,2020,2,24,96
2020-02-25,Transitional Independent Living (HYA),1,25,4,2020,2,25,96
2020-02-26,Transitional Independent Living (HYA),0,25,0,2020,2,26,100
2020-02-27,Transitional Independent Living (HYA),1,25,4,2020,2,27,96
2020-02-28,Transitional Independent Living (HYA),3,25,12,2020,2,28,88
2020-02-29,Transitional Independent Living (HYA),3,25,12,2020,2,29,88
2020-03-01,Transitional Independent Living (HYA),3,25,12,2020,3,1,88
2020-03-02,Transitional Independent Living (HYA),3,25,12,2020,3,2,88
2020-03-03,Transitional Independent Living (HYA),1,25,4,2020,3,3,96
2020-03-04,Transitional Independent Living (HYA),2,25,8,2020,3,4,92
2020-03-05,Transitional Independent Living (HYA),1,25,4,2020,3,5,96
2020-03-06,Transitional Independent Living (HYA),1,25,4,2020,3,6,96
2020-03-07,Transitional Independent Living (HYA),1,25,4,2020,3,7,96
2020-03-08,Transitional Independent Living (HYA),1,25,4,2020,3,8,96
2020-03-09,Transitional Independent Living (HYA),1,25,4,2020,3,9,96
2020-03-10,Transitional Independent Living (HYA),2,25,8,2020,3,10,92
2020-03-11,Transitional Independent Living (HYA),2,25,8,2020,3,11,92
2020-03-12,Transitional Independent Living (HYA),4,25,16,2020,3,12,84
2020-03-13,Transitional Independent Living (HYA),2,25,8,2020,3,13,92
2020-03-14,Transitional Independent Living (HYA),2,25,8,2020,3,14,92
2020-03-15,Transitional Independent Living (HYA),2,25,8,2020,3,15,92
2020-03-16,Transitional Independent Living (HYA),2,25,8,2020,3,16,92
2020-03-17,Transitional Independent Living (HYA),1,25,4,2020,3,17,96
2020-03-18,Transitional Independent Living (HYA),1,25,4,2020,3,18,96
2020-03-19,Transitional Independent Living (HYA),1,25,4,2020,3,19,96
2020-03-20,Transitional Independent Living (HYA),2,25,8,2020,3,20,92
2020-03-21,Transitional Independent Living (HYA),3,25,12,2020,3,21,88
2020-03-22,Transitional Independent Living (HYA),3,25,12,2020,3,22,88
2020-03-23,Transitional Independent Living (HYA),3,25,12,2020,3,23,88
2020-03-24,Transitional Independent Living (HYA),3,25,12,2020,3,24,88
2020-03-25,Transitional Independent Living (HYA),3,25,12,2020,3,25,88
2020-03-26,Transitional Independent Living (HYA),2,25,8,2020,3,26,92
2020-03-27,Transitional Independent Living (HYA),2,25,8,2020,3,27,92
2020-03-28,Transitional Independent Living (HYA),2,25,8,2020,3,28,92
2020-03-29,Transitional Independent Living (HYA),2,25,8,2020,3,29,92
2020-03-30,Transitional Independent Living (HYA),1,25,4,2020,3,30,96
2020-03-31,Transitional Independent Living (HYA),1,25,4,2020,3,31,96
2020-04-01,Transitional Independent Living (HYA),1,25,4,2020,4,1,96
2020-04-02,Transitional Independent Living (HYA),1,25,4,2020,4,2,96
2020-04-03,Transitional Independent Living (HYA),2,25,8,2020,4,3,92
2020-04-04,Transitional Independent Living (HYA),2,25,8,2020,4,4,92
2020-04-05,Transitional Independent Living (HYA),2,25,8,2020,4,5,92
2020-04-06,Transitional Independent Living (HYA),2,25,8,2020,4,6,92
2020-04-07,Transitional Independent Living (HYA),2,25,8,2020,4,7,92
2020-04-08,Transitional Independent Living (HYA),2,25,8,2020,4,8,92
2020-04-09,Transitional Independent Living (HYA),2,25,8,2020,4,9,92
2020-04-10,Transitional Independent Living (HYA),2,25,8,2020,4,10,92
2020-04-11,Transitional Independent Living (HYA),1,25,4,2020,4,11,96
2020-04-12,Transitional Independent Living (HYA),1,25,4,2020,4,12,96
2020-04-13,Transitional Independent Living (HYA),1,25,4,2020,4,13,96
2020-04-14,Transitional Independent Living (HYA),1,25,4,2020,4,14,96
2020-04-15,Transitional Independent Living (HYA),1,25,4,2020,4,15,96
2020-04-16,Transitional Independent Living (HYA),1,25,4,2020,4,16,96
2020-04-17,Transitional Independent Living (HYA),1,25,4,2020,4,17,96
2020-04-18,Transitional Independent Living (HYA),1,25,4,2020,4,18,96
2020-04-19,Transitional Independent Living (HYA),1,25,4,2020,4,19,96
2020-04-20,Transitional Independent Living (HYA),1,25,4,2020,4,20,96
2020-04-21,Transitional Independent Living (HYA),2,25,8,2020,4,21,92
2020-04-22,Transitional Independent Living (HYA),1,25,4,2020,4,22,96
2020-04-23,Transitional Independent Living (HYA),2,25,8,2020,4,23,92
2020-04-24,Transitional Independent Living (HYA),2,25,8,2020,4,24,92
2020-04-25,Transitional Independent Living (HYA),2,25,8,2020,4,25,92
2020-04-26,Transitional Independent Living (HYA),2,25,8,2020,4,26,92
2020-04-27,Transitional Independent Living (HYA),2,25,8,2020,4,27,92
2020-04-28,Transitional Independent Living (HYA),2,25,8,2020,4,28,92
2020-04-29,Transitional Independent Living (HYA),2,25,8,2020,4,29,92
2020-04-30,Transitional Independent Living (HYA),2,25,8,2020,4,30,92
2020-05-01,Transitional Independent Living (HYA),2,25,8,2020,5,1,92
2020-05-02,Transitional Independent Living (HYA),2,25,8,2020,5,2,92
2020-05-03,Transitional Independent Living (HYA),2,25,8,2020,5,3,92
2020-05-04,Transitional Independent Living (HYA),2,25,8,2020,5,4,92
2020-05-05,Transitional Independent Living (HYA),2,25,8,2020,5,5,92
2020-05-06,Transitional Independent Living (HYA),1,25,4,2020,5,6,96
2020-05-07,Transitional Independent Living (HYA),1,25,4,2020,5,7,96
2020-05-08,Transitional Independent Living (HYA),1,25,4,2020,5,8,96
2020-05-09,Transitional Independent Living (HYA),1,25,4,2020,5,9,96
2020-05-10,Transitional Independent Living (HYA),1,25,4,2020,5,10,96
2020-05-11,Transitional Independent Living (HYA),1,25,4,2020,5,11,96
2020-05-12,Transitional Independent Living (HYA),2,25,8,2020,5,12,92
2020-05-13,Transitional Independent Living (HYA),1,25,4,2020,5,13,96
2020-05-14,Transitional Independent Living (HYA),1,25,4,2020,5,14,96
2020-05-15,Transitional Independent Living (HYA),1,25,4,2020,5,15,96
2020-05-16,Transitional Independent Living (HYA),1,25,4,2020,5,16,96
2020-05-17,Transitional Independent Living (HYA),2,25,8,2020,5,17,92
2020-05-18,Transitional Independent Living (HYA),2,25,8,2020,5,18,92
2020-05-19,Transitional Independent Living (HYA),2,25,8,2020,5,19,92
2020-05-20,Transitional Independent Living (HYA),1,25,4,2020,5,20,96
2020-05-21,Transitional Independent Living (HYA),1,25,4,2020,5,21,96
2020-05-22,Transitional Independent Living (HYA),1,25,4,2020,5,22,96
2020-05-23,Transitional Independent Living (HYA),2,25,8,2020,5,23,92
2020-05-24,Transitional Independent Living (HYA),2,25,8,2020,5,24,92
2020-05-25,Transitional Independent Living (HYA),2,25,8,2020,5,25,92
2020-05-26,Transitional Independent Living (HYA),2,25,8,2020,5,26,92
2020-05-27,Transitional Independent Living (HYA),3,25,12,2020,5,27,88
2020-05-28,Transitional Independent Living (HYA),2,25,8,2020,5,28,92
2020-05-29,Transitional Independent Living (HYA),2,25,8,2020,5,29,92
2020-05-30,Transitional Independent Living (HYA),2,25,8,2020,5,30,92
2020-05-31,Transitional Independent Living (HYA),2,25,8,2020,5,31,92
2020-06-01,Transitional Independent Living (HYA),4,25,16,2020,6,1,84
2020-06-02,Transitional Independent Living (HYA),3,25,12,2020,6,2,88
2020-06-03,Transitional Independent Living (HYA),3,25,12,2020,6,3,88
2020-06-04,Transitional Independent Living (HYA),2,25,8,2020,6,4,92
2020-06-05,Transitional Independent Living (HYA),2,25,8,2020,6,5,92
2020-06-06,Transitional Independent Living (HYA),2,25,8,2020,6,6,92
2020-06-07,Transitional Independent Living (HYA),2,25,8,2020,6,7,92
2020-06-08,Transitional Independent Living (HYA),2,25,8,2020,6,8,92
2020-06-09,Transitional Independent Living (HYA),2,25,8,2020,6,9,92
2020-06-10,Transitional Independent Living (HYA),1,25,4,2020,6,10,96
2020-06-11,Transitional Independent Living (HYA),1,25,4,2020,6,11,96
2020-06-12,Transitional Independent Living (HYA),1,25,4,2020,6,12,96
2020-06-13,Transitional Independent Living (HYA),1,25,4,2020,6,13,96
2020-06-14,Transitional Independent Living (HYA),1,25,4,2020,6,14,96
2020-06-15,Transitional Independent Living (HYA),1,25,4,2020,6,15,96
2020-06-16,Transitional Independent Living (HYA),1,25,4,2020,6,16,96
2020-06-17,Transitional Independent Living (HYA),1,25,4,2020,6,17,96
2020-06-18,Transitional Independent Living (HYA),1,25,4,2020,6,18,96
2020-06-19,Transitional Independent Living (HYA),1,25,4,2020,6,19,96
2020-06-20,Transitional Independent Living (HYA),1,25,4,2020,6,20,96
2020-06-21,Transitional Independent Living (HYA),2,25,8,2020,6,21,92
2020-06-22,Transitional Independent Living (HYA),2,25,8,2020,6,22,92
2020-06-23,Transitional Independent Living (HYA),2,25,8,2020,6,23,92
2020-06-24,Transitional Independent Living (HYA),2,25,8,2020,6,24,92
2020-06-25,Transitional Independent Living (HYA),2,25,8,2020,6,25,92
2020-06-26,Transitional Independent Living (HYA),2,25,8,2020,6,26,92
2020-06-27,Transitional Independent Living (HYA),2,25,8,2020,6,27,92
2020-06-28,Transitional Independent Living (HYA),2,25,8,2020,6,28,92
2020-06-29,Transitional Independent Living (HYA),2,25,8,2020,6,29,92
2020-06-30,Transitional Independent Living (HYA),4,25,16,2020,6,30,84
2020-07-01,Transitional Independent Living (HYA),3,25,12,2020,7,1,88
2020-07-02,Transitional Independent Living (HYA),3,25,12,2020,7,2,88
2020-07-03,Transitional Independent Living (HYA),3,25,12,2020,7,3,88
2020-07-04,Transitional Independent Living (HYA),3,25,12,2020,7,4,88
2020-07-05,Transitional Independent Living (HYA),4,25,16,2020,7,5,84
2020-07-06,Transitional Independent Living (HYA),4,25,16,2020,7,6,84
2020-07-07,Transitional Independent Living (HYA),5,25,20,2020,7,7,80
2020-07-08,Transitional Independent Living (HYA),5,25,20,2020,7,8,80
2020-07-09,Transitional Independent Living (HYA),5,25,20,2020,7,9,80
2020-07-10,Transitional Independent Living (HYA),5,25,20,2020,7,10,80
2020-07-11,Transitional Independent Living (HYA),5,25,20,2020,7,11,80
2020-07-12,Transitional Independent Living (HYA),5,25,20,2020,7,12,80
2020-07-13,Transitional Independent Living (HYA),3,25,12,2020,7,13,88
2020-07-14,Transitional Independent Living (HYA),3,25,12,2020,7,14,88
2020-07-15,Transitional Independent Living (HYA),4,25,16,2020,7,15,84
2020-07-16,Transitional Independent Living (HYA),4,25,16,2020,7,16,84
2020-07-17,Transitional Independent Living (HYA),4,25,16,2020,7,17,84
2020-07-18,Transitional Independent Living (HYA),4,25,16,2020,7,18,84
2020-07-19,Transitional Independent Living (HYA),4,25,16,2020,7,19,84
2020-07-20,Transitional Independent Living (HYA),4,25,16,2020,7,20,84
